time,temperature_2m,snowfall_sum,skin_reservoir_content,surface_latent_heat_flux_sum,surface_net_solar_radiation_sum,total_evaporation_sum,runoff_sum,u_component_of_wind_10m,v_component_of_wind_10m,surface_pressure,leaf_area_index_high_vegetation,total_precipitation_sum,ssta
196208,293.7595872,0.0,4.01e-05,-220638722.7,542625488.8,-0.088227256,0.007397791,-0.505623503,1.040755817,87252.45712,0.71072481,0.084360555,-0.5040000000000013
196209,288.2067915,8.89e-05,3.22e-05,-154568903.2,421103944.4,-0.061807957,0.005246588,-0.114158967,0.391403204,87613.82912,0.687580031,0.056001674,-0.7873333333333292
196210,281.3840009,0.000371576,2.35e-05,-88228081.83,354223037.6,-0.035279869,0.003588037,0.349697263,0.340841018,88078.87728,0.66392672,0.028916966,-0.703000000000003
196211,270.7799704,0.012348586,1.15e-05,-33090129.62,205583925.7,-0.012894535,0.003072493,1.384816408,-0.190366426,88160.35151,0.654729289,0.020193501,-0.8776666666666664
196212,266.8286533,0.001438722,2.4e-06,-10254883.11,205126086.9,-0.003758793,0.002922771,1.976722955,0.099032275,87918.0927,0.652955144,0.001534339,-0.8909999999999982
196301,261.6971607,0.000965425,1.34e-07,-3846114.051,270752089.8,-0.001391873,0.002724747,2.879787551,-1.763762171,87991.39285,0.652556326,0.001005247,-0.7823333333333338
196302,266.8582266,0.004578237,4.46e-07,-14353628.59,306622452.3,-0.005438053,0.002496314,1.740713668,-0.801976575,88039.01917,0.653089458,0.004667494,-0.5216666666666683
196303,275.4572538,0.012212913,7.12e-06,-58900050.45,410858842.7,-0.023266547,0.002423893,0.446387597,0.224451853,87592.21591,0.656374316,0.016771943,-0.054666666666665975
196304,279.6772842,0.009232709,3.15e-05,-96571918.08,397548013.1,-0.038377879,0.002562556,0.540685002,1.028407248,87432.13049,0.662611706,0.046927238,0.07033333333333402
196305,287.5909551,0.001470995,3.95e-05,-177902651.5,505361100.1,-0.071140512,0.004720923,-0.234471391,1.410902158,87096.90838,0.679155309,0.081219671,-0.18200000000000216
196306,293.1514547,0.0,2.9e-05,-218579266.1,590786871.1,-0.087403736,0.004094967,0.613781419,1.2006169,87018.3545,0.698319377,0.054068041,0.028999999999999915
196307,294.7575455,0.0,4.34e-05,-264839587.7,571298334.0,-0.105901946,0.010896053,-0.163215956,0.70865491,86820.58334,0.711122468,0.12843271,0.6013333333333328
196308,294.1421814,0.0,6.84e-05,-211058915.2,478043952.4,-0.08439656,0.056601722,-0.666001872,0.484626607,87048.71477,0.71072481,0.180948452,0.6460000000000008
196309,288.268079,1.49e-06,3.48e-05,-150338327.3,390162341.6,-0.06011606,0.011409882,0.305475647,0.674084686,87577.11125,0.687580031,0.057948242,0.6726666666666681
196310,280.6043332,2.65e-05,1.5e-05,-99501528.62,386610591.2,-0.039787432,0.006362078,1.081955032,0.493214035,88013.85362,0.66392672,0.023550926,0.6869999999999976
196311,273.4676946,0.004265872,1.12e-05,-27979261.55,236476273.2,-0.011128316,0.004370646,1.525062617,0.124539325,87946.31738,0.654729289,0.011708809,0.8423333333333325
196312,265.8286142,0.001117583,4.87e-07,-6347789.78,213815967.4,-0.00231155,0.003541063,1.844975765,-0.112914113,87947.33493,0.652955144,0.001164653,1.059000000000001
196401,262.6478951,0.013286361,3.16e-06,-11249724.57,171509796.5,-0.003990299,0.003030662,0.42349037,-0.112867001,88060.04093,0.652556326,0.013369502,0.7876666666666665
196402,260.2297175,0.016325778,1.78e-05,-19591353.02,166397478.9,-0.006933731,0.003717216,-0.087104917,0.119596852,88212.06142,0.653119904,0.016427864,0.38833333333333186
196403,273.8256791,0.019253108,2.97e-05,-51191680.27,344575168.4,-0.019837799,0.006828901,0.683957322,0.387533281,87596.48846,0.656388888,0.025430092,-0.21466666666666612
196404,282.8337797,0.004443526,5.12e-05,-105062595.4,357339464.9,-0.041985724,0.005026542,-0.551082919,1.627814261,87318.15094,0.662611706,0.093452696,-0.7596666666666678
196405,287.5340496,0.0,3.67e-05,-186153243.6,477175568.8,-0.074437473,0.003724524,-0.486255848,1.528969356,87424.1017,0.679155309,0.065892207,-0.9920000000000009
196406,292.3961082,0.0,2.4e-05,-216027048.0,578305649.2,-0.086383175,0.003222844,0.312398339,0.436929948,86923.46784,0.698319377,0.04760751,-1.0010000000000012
196407,293.9387167,0.0,6.57e-05,-228873280.0,491001055.6,-0.091520026,0.031643893,-0.086613253,0.950504629,86856.75572,0.711122468,0.194069512,-0.84866666666667
196408,292.914102,0.0,7.33e-05,-240407100.8,483403127.0,-0.096132079,0.029941181,-0.242335913,0.951576549,86995.03259,0.71072481,0.159894859,-1.2339999999999982
196409,287.2240833,4.85e-09,5.51e-05,-147373552.7,357656991.4,-0.058930563,0.031308017,-0.367076028,0.746029121,87692.60292,0.687580031,0.119984771,-1.4073333333333302
196410,280.968887,0.002812838,5.36e-05,-92925439.79,278977380.4,-0.037149133,0.017786026,0.353663837,0.628709982,87959.15453,0.66392672,0.073591113,-1.3030000000000008
196411,272.338895,0.006075786,9.67e-06,-34241022.81,244268976.7,-0.013588331,0.01289957,1.332675188,-0.010862657,88117.26692,0.654729289,0.007411991,-1.3676666666666648
196412,264.8420029,0.004678791,3.19e-06,-12251350.19,180986546.0,-0.004387876,0.011238986,2.387535537,-0.059174513,87994.64424,0.652955144,0.00472317,-1.3309999999999995
196501,265.3919927,0.003080043,9.36e-07,-10814013.44,241786470.5,-0.003976146,0.009533251,1.548988714,-0.253435591,87863.18084,0.652556326,0.003146335,-0.8923333333333332
196502,268.7225497,0.004448194,2.88e-06,-18093412.59,303261327.2,-0.006988531,0.007156324,0.802501385,-0.058839265,87743.30672,0.653089458,0.005159965,-0.5516666666666659
196503,273.4050371,0.003857754,3.66e-06,-54298936.93,456799568.6,-0.021482829,0.006641588,0.946842567,-0.626118978,87836.57347,0.656374316,0.006343267,-0.2946666666666644
196504,280.6461409,0.00854481,2.89e-05,-108635068.2,455517651.9,-0.043396526,0.006034111,-0.016525177,0.627359734,87497.15193,0.662611706,0.051281065,-0.3296666666666681
196505,288.4714149,1.5e-05,1.69e-05,-179042051.1,602528228.6,-0.07159291,0.005130358,0.702820101,0.019948852,87288.29243,0.679155309,0.025708619,0.17799999999999727
196506,293.6146944,0.0,1.8e-05,-168167513.1,607624980.2,-0.067245485,0.003979266,0.187127156,0.650574386,87145.68466,0.698319377,0.028695407,0.4989999999999988
196507,295.8980036,0.0,3.3e-05,-176305956.2,580508655.9,-0.070499822,0.004373921,0.45166504,0.62804012,86846.99336,0.711122468,0.057817692,0.7213333333333303
196508,295.2494272,0.0,2.31e-05,-139352807.5,572183500.8,-0.055723291,0.002472286,0.389366709,0.697634985,87192.87249,0.71072481,0.025223528,1.1359999999999992
196509,290.0251145,1.81e-10,1.22e-05,-87785485.55,488232549.7,-0.03510296,0.001741752,0.848849773,0.410887801,87644.10221,0.687580031,0.019571686,1.282666666666671
196510,283.3035406,0.000684661,1.62e-05,-61335920.31,356091312.4,-0.024520537,0.001533698,0.639155971,0.569385871,88008.62232,0.66392672,0.027822018,1.4969999999999999
196511,273.5796219,0.007099836,9.21e-06,-25321123.95,243986805.5,-0.010015384,0.001220806,2.091113433,0.184209443,88009.85008,0.654729289,0.013208293,1.4923333333333346
196512,264.3883851,0.000304239,1.34e-07,-6376537.938,226853118.8,-0.002309659,0.001070281,2.693884925,-0.418140918,88099.45325,0.652955144,0.000341778,1.399000000000001
196601,265.9496142,0.003858107,4.15e-07,-6252205.256,245397715.9,-0.002263795,0.001026392,2.187395622,-0.252662436,87891.27316,0.652556326,0.003913166,1.1176666666666684
196602,269.7757089,0.009084098,3.58e-06,-14755651.8,291418218.2,-0.005524431,0.000897016,2.189650797,-0.146371549,87658.36496,0.653089458,0.009333556,0.8083333333333336
196603,274.127908,0.018309343,1.4e-05,-47473499.1,379028820.7,-0.01854362,0.001123617,1.003891274,-0.014775818,87349.43511,0.656374316,0.025646806,0.9753333333333352
196604,281.439825,0.003692663,1.71e-05,-81641621.5,490363648.9,-0.032563826,0.000906662,0.851427619,0.337151675,87394.38264,0.662611706,0.018861965,0.45033333333333303
196605,288.2657627,0.000370434,2.14e-05,-110470708.8,541402973.6,-0.044173811,0.000950082,0.908083568,0.548691773,87372.73812,0.679155309,0.037300727,-0.26200000000000045
196606,293.4832186,0.0,3.31e-05,-146295317.5,584915477.6,-0.058499406,0.001188844,0.477664983,0.361757978,86975.41165,0.698319377,0.046309202,0.04899999999999949
196607,294.8290453,0.0,6.84e-05,-196079153.7,493111151.3,-0.078406571,0.013250355,0.125902547,0.605227332,86888.04246,0.711122468,0.16565995,0.15133333333333
196608,293.1016768,0.0,7.01e-05,-232255149.1,475081136.7,-0.092872341,0.02135143,-0.374132908,0.587408645,87198.94495,0.71072481,0.16611712,-0.3539999999999992
196609,286.5804237,0.0,3.41e-05,-153830306.7,407271013.2,-0.061512438,0.00408913,0.007728433,0.096147856,87917.9886,0.687580031,0.04822298,-0.4573333333333309
196610,280.4347894,0.000432041,2.65e-05,-93055888.03,337412882.3,-0.037198232,0.002537662,1.183073662,0.351705714,88047.40807,0.66392672,0.036660313,-0.45300000000000296
196611,271.5850258,0.003934335,4.4e-06,-33806654.17,259711249.6,-0.013233361,0.001904973,3.179492401,-0.206914894,88006.84343,0.654729289,0.007017517,-0.39766666666666595
196612,263.9495821,0.004241328,1.19e-06,-5801971.418,206546491.5,-0.00213846,0.001820688,1.27105259,-0.235477595,88033.90828,0.652955144,0.004359688,-0.5309999999999988
196701,262.7243984,0.006930435,7.63e-07,-9809630.148,239935795.9,-0.003550935,0.001874664,2.069716666,-0.533170961,88258.03341,0.652556326,0.007027361,-0.6723333333333343
196702,264.2859418,0.005269426,3.47e-06,-18333172.01,260781945.0,-0.00669702,0.002040286,1.278581017,-0.232950268,87901.06675,0.653089458,0.005502961,-0.6316666666666677
196703,274.7064756,0.004168859,1.5e-05,-48303984.14,418065020.1,-0.019119931,0.001988535,1.397317369,0.066641111,87501.88402,0.656374316,0.016665638,-0.7346666666666657
196704,281.329675,0.003834118,3.3e-05,-111659863.3,456512150.0,-0.044614597,0.002164225,0.881993182,1.20327649,87435.12179,0.662611706,0.045636138,-0.9696666666666687
196705,289.3328157,1.65e-06,3.02e-05,-195320079.7,530380805.8,-0.078103027,0.002358555,0.699547015,1.245533457,87138.9172,0.679155309,0.063445235,-0.46199999999999974
196706,293.8240654,3.89e-07,2.98e-05,-169276185.5,576636415.5,-0.067688814,0.002070161,1.056929236,0.348986113,86792.1334,0.698319377,0.053906958,-0.12100000000000222
196707,294.8342994,0.0,6.51e-05,-244045142.0,527445744.0,-0.09758683,0.01222667,0.599434077,1.253610586,86677.01513,0.711122468,0.150409272,-0.20866666666666944
196708,293.4488131,0.0,9.77e-05,-217801914.7,403644390.7,-0.087092898,0.083002174,-0.068402562,0.982018581,87006.20252,0.71072481,0.322762582,-0.39399999999999835
196709,286.6785424,1.8e-05,5.34e-05,-161778869.8,383633400.0,-0.064690858,0.032567883,-0.149734232,0.691669067,87617.63239,0.687580031,0.093565344,-0.8673333333333311
196710,280.9634684,0.003936285,2.57e-05,-103634943.7,353453615.8,-0.041435445,0.017022489,0.78139191,0.512255141,88075.68354,0.66392672,0.03861136,-0.703000000000003
196711,269.9483956,0.030510802,1.19e-05,-25507177.98,181785526.4,-0.009866352,0.012079441,1.397761446,0.422129346,88190.09049,0.654729289,0.033752714,-0.5476666666666681
196712,254.5928158,0.001571906,4.06e-05,-8093209.73,117253307.2,-0.002854926,0.010078024,1.687606623,-0.843091042,88211.1569,0.652955144,0.001613626,-0.6110000000000007
196801,258.8977141,0.005608946,5.27e-05,-19243730.93,162824050.8,-0.006795703,0.008562,1.669503131,-0.68199201,87826.68693,0.652556326,0.005675467,-0.8623333333333321
196802,260.241684,0.003984944,4.8e-05,-27233173.92,244732368.7,-0.009739568,0.008775176,1.40912211,-0.89526678,88108.72926,0.653119904,0.004133084,-1.0616666666666674
196803,274.4446228,0.013332612,2.43e-05,-63561737.07,391456074.9,-0.024984351,0.008066281,0.940201671,-0.052604155,87452.72457,0.656388888,0.023167643,-0.9046666666666674
196804,281.5321015,0.000404368,1.53e-05,-121278165.9,482427060.6,-0.04848024,0.005384274,1.360418281,0.587547087,87556.67971,0.662611706,0.018355372,-0.6096666666666657
196805,288.5455268,9.87e-05,1.18e-05,-145900417.4,594082714.9,-0.058341074,0.004853446,1.21672563,0.208045013,87146.50179,0.679155309,0.017588637,-0.6219999999999999
196806,294.2431446,0.0,2.53e-05,-150530478.4,591401464.8,-0.060192928,0.00412458,0.2476321,1.148161204,87027.19871,0.698319377,0.045934042,0.2889999999999979
196807,294.6209127,0.0,5.61e-05,-241398257.0,549718602.5,-0.096528413,0.008462661,-0.355030439,0.654747503,86879.47125,0.711122468,0.126740257,0.40133333333333
196808,291.0304926,0.0,7.36e-05,-230644589.2,459942470.0,-0.092228322,0.017591196,-0.614507009,0.328680759,87224.58577,0.71072481,0.182362575,0.17600000000000193
196809,287.2953658,9.59e-07,4.89e-05,-174228060.5,394687024.1,-0.069668917,0.00959626,0.7181567,1.066537003,87618.73036,0.687580031,0.093459549,-0.0073333333333316375
196810,279.9925076,0.001319861,3.45e-05,-94804520.23,300262179.8,-0.037901301,0.011422747,0.43199687,0.332017937,87980.84324,0.66392672,0.071004498,0.07699999999999818
196811,273.1976664,0.002425976,1.9e-05,-36041839.66,239551607.0,-0.014338535,0.00687335,2.108866367,0.297281469,87959.53437,0.654729289,0.016437868,0.5723333333333329
196812,266.8810906,0.009899471,6.75e-06,-14751199.48,177050652.2,-0.005540174,0.006586981,1.448808473,-0.032118675,87766.55876,0.652955144,0.010547764,0.7089999999999996
196901,261.0367981,0.006756387,1.62e-06,-13745984.0,202298819.3,-0.004903125,0.006287638,1.103608548,-0.476585897,87711.90271,0.652556326,0.006821389,0.9476666666666667
196902,263.5649076,0.012620686,3.91e-06,-21843147.44,219876754.0,-0.007848503,0.005388613,1.083234121,-0.207345081,87771.65584,0.653089458,0.012692591,1.1183333333333323
196903,272.2405278,0.014475473,1.85e-05,-55166357.94,362768286.2,-0.021390214,0.009210727,1.174984057,0.286708307,87588.6155,0.656374316,0.021724776,0.5853333333333346
196904,280.9978463,0.003832503,1.98e-05,-118610796.5,461910802.0,-0.047170915,0.006496786,0.779748108,-0.170888712,87461.10931,0.662611706,0.042580952,0.4203333333333319
196905,289.1632399,7.16e-05,2.12e-05,-187733632.4,563527900.8,-0.075069224,0.005756461,1.085641358,0.344657923,87003.6124,0.679155309,0.04415802,0.477999999999998
196906,292.0307534,0.0,2.12e-05,-185602463.7,583701105.4,-0.074217234,0.004594668,0.529863435,-0.005016508,87050.05718,0.698319377,0.038788546,0.0990000000000002
196907,294.2196546,0.0,6.33e-05,-199175363.8,523716686.6,-0.079644659,0.010956362,0.067357027,0.693853368,86868.34133,0.711122468,0.134534568,-0.09866666666667001
196908,291.9700265,0.0,5.16e-05,-242950331.7,511954055.1,-0.097149045,0.011432247,0.602069475,0.23937848,87065.80641,0.71072481,0.106823635,0.18599999999999994
196909,287.4638834,2.25e-07,5.4e-05,-148787594.8,385574255.1,-0.059495997,0.007619869,0.208895935,0.618430402,87710.94146,0.687580031,0.093812151,0.4226666666666681
196910,281.3539252,9.6e-05,2.68e-05,-103446271.6,344627474.5,-0.041364963,0.006656798,0.890307176,0.703775375,87813.87442,0.66392672,0.047320397,0.666999999999998
196911,269.7970355,0.005330409,3.89e-06,-24702069.75,248512561.4,-0.009680772,0.005239581,2.215183836,-0.576309238,88148.71587,0.654729289,0.008485253,0.47233333333333505
196912,263.8095941,0.001906158,3.91e-07,-7269373.305,216688139.2,-0.00263007,0.005211383,2.34763657,-0.629863644,88091.51412,0.652955144,0.001966874,0.4190000000000005
197001,263.1640909,0.002826576,7.21e-07,-7128440.179,246789445.3,-0.002591052,0.004977242,1.481109504,-0.352544658,88044.07051,0.652556326,0.002871623,0.27766666666666495
197002,268.1977867,0.011055086,6.54e-07,-17288979.64,272446201.2,-0.006466707,0.00397712,1.502916986,-0.028251547,87768.26185,0.653089458,0.011153031,0.20833333333333215
197003,269.5529745,0.007334967,3.18e-06,-39738632.74,404772876.9,-0.015078482,0.004210768,1.120732288,-0.443655999,87795.62094,0.656374316,0.008572486,-0.09466666666666512
197004,280.4695835,0.005741857,1.55e-05,-107051964.8,475538850.1,-0.042632618,0.00371488,1.215757747,0.148271827,87623.08847,0.662611706,0.037527987,0.030333333333331325
197005,287.718171,3.91e-06,2.33e-05,-168928616.1,545374207.0,-0.067549986,0.003701914,0.650636704,0.465704108,87249.93019,0.679155309,0.04399391,-0.18200000000000216
197006,291.6880765,0.0,3.49e-05,-182796090.6,566422263.8,-0.073095043,0.003740059,0.353323676,0.721272461,87135.73991,0.698319377,0.055832478,-0.5510000000000019
197007,295.5397286,0.0,4.08e-05,-180790328.2,587513533.4,-0.072292997,0.007125978,-0.266340317,0.021921651,86745.36459,0.711122468,0.082398448,-0.9686666666666675
197008,292.2709921,0.0,7.81e-05,-217889808.9,425538101.8,-0.087128044,0.021501802,-0.476339988,1.115499978,87218.60921,0.71072481,0.181039882,-1.2339999999999982
197009,286.5015003,1.15e-05,3.07e-05,-168264687.2,422870811.3,-0.067284107,0.006445816,0.609461621,0.458184046,87602.17011,0.687580031,0.049178798,-1.077333333333332
197010,281.4215539,0.000602923,2.1e-05,-87805159.72,347036549.3,-0.035100649,0.004716785,1.134781664,0.518882465,87986.14488,0.66392672,0.027603224,-1.0730000000000004
197011,271.3126893,0.001818916,1.02e-06,-28181276.27,264554827.7,-0.011198515,0.003719716,1.694857083,-0.314314056,88072.98759,0.654729289,0.001983774,-1.057666666666666
197012,265.3006322,0.002299591,3.76e-07,-5131463.003,210735740.1,-0.001888405,0.003514438,1.508024102,-0.371938133,88016.19005,0.652955144,0.00237366,-1.2910000000000004
197101,262.2900036,0.012541455,1.65e-06,-8005114.669,198677411.9,-0.002861775,0.003239828,1.665515939,-0.220441675,88043.46066,0.652556326,0.012634405,-1.7423333333333346
197102,264.0876629,0.00776006,7.88e-06,-20621753.07,222913736.4,-0.007465368,0.00428578,0.598375029,0.174354154,87708.13578,0.653089458,0.008049094,-1.5616666666666674
197103,271.1118766,0.015142885,1.6e-05,-46037258.86,348425576.8,-0.017741268,0.006378205,1.002509313,-0.427529218,87762.8156,0.656374316,0.016751507,-1.314666666666664
197104,282.0441808,0.001533648,1.3e-05,-90622695.42,488600855.0,-0.036216257,0.002442299,0.711617812,0.214792626,87471.14939,0.662611706,0.016547044,-1.079666666666668
197105,288.4552009,0.002786273,1.66e-05,-140636322.2,584394213.3,-0.056216128,0.002349826,1.734047623,0.195399015,87176.63797,0.679155309,0.030239064,-0.8620000000000019
197106,292.2260285,0.0,3.23e-05,-139318587.3,553552749.2,-0.055709607,0.003709461,0.82387923,0.204735959,86815.18934,0.698319377,0.058311458,-0.9909999999999997
197107,295.6398425,0.0,6.01e-05,-234184979.8,540540899.6,-0.093644025,0.018613628,-0.00969871,0.788965049,86696.9513,0.711122468,0.149901707,-1.0486666666666693
197108,293.4442667,0.0,5.44e-05,-195389046.7,501298134.1,-0.078130617,0.006094942,-0.503993086,1.006289747,87150.25145,0.71072481,0.078846415,-1.0839999999999996
197109,287.0090993,3.42e-06,4.47e-05,-146407093.9,390754400.8,-0.058544077,0.006888791,0.170353792,-0.194319093,87652.82527,0.687580031,0.06907347,-1.0073333333333316
197110,280.558944,0.000428122,1.63e-05,-89743346.55,366763562.7,-0.035882263,0.003539056,0.97106884,0.155331269,88156.86709,0.66392672,0.0195229,-1.203000000000003
197111,273.4687905,0.00473515,1.91e-05,-33116373.21,228113018.7,-0.013167322,0.003256317,1.443266117,-0.126123275,88273.96419,0.654729289,0.026886717,-1.0676666666666677
197112,263.1760454,0.010991019,4.05e-06,-9277164.74,176647709.9,-0.003331862,0.002853428,1.512234712,-0.53965614,87986.35283,0.652955144,0.011083255,-1.190999999999999
197201,262.6678973,0.015043995,1.99e-05,-13299880.76,162893118.4,-0.004722903,0.002903617,0.756491733,0.282186321,87892.68842,0.652556326,0.015115972,-0.9323333333333323
197202,260.5054295,0.00861498,3.93e-05,-22179863.15,176831976.0,-0.007853321,0.00279761,1.104175057,-0.133506993,87784.37069,0.653119904,0.008685674,-0.44166666666666643
197203,274.637084,0.00580151,2.57e-05,-52568236.74,393297886.6,-0.02070161,0.007150909,0.6230985,0.45290479,87646.6912,0.656388888,0.015579696,-0.14466666666666583
197204,281.084968,0.005834211,1.87e-05,-102730993.9,461343810.0,-0.040932551,0.002419919,0.835290425,0.015342554,87455.18213,0.662611706,0.029898997,0.18033333333333346
197205,289.5029151,9.27e-06,1.32e-05,-135853383.9,582092411.5,-0.054323612,0.002080874,1.145457848,0.942547679,87153.24755,0.679155309,0.023242083,0.5079999999999991
197206,294.4907671,0.0,1.81e-05,-166342083.8,605844673.0,-0.066515547,0.001827672,0.778120851,0.493535514,86884.99872,0.698319377,0.036988661,0.5889999999999986
197207,294.8163624,0.0,4.06e-05,-193470599.9,526713797.7,-0.077363483,0.003271495,-0.106258679,0.818154168,86802.64625,0.711122468,0.081689304,0.9613333333333323
197208,293.3660817,4.94e-10,4.94e-05,-190032988.5,473304802.8,-0.075988879,0.007997576,-0.235673129,0.442982757,87115.34588,0.71072481,0.122753403,1.1159999999999997
197209,287.2198215,3.16e-05,2.39e-05,-164764547.6,464820070.4,-0.065884596,0.0022351,1.192177207,0.586215092,87583.91596,0.687580031,0.048389902,1.2226666666666688
197210,280.6161646,0.00159742,1.62e-05,-84213443.59,357961494.5,-0.033610023,0.001264862,2.348207018,0.325576018,87747.8093,0.66392672,0.029433919,1.5869999999999997
197211,272.8838208,0.006322082,1.58e-05,-33145195.72,231776871.3,-0.012986581,0.001113354,2.284385484,-0.130945299,87878.82582,0.654729289,0.0260903,1.982333333333333
197212,265.984471,0.004093043,1.38e-06,-9015080.126,197360558.0,-0.003325511,0.000946102,1.89585882,0.010571235,87972.45416,0.652955144,0.004216713,2.1290000000000013
197301,264.1704524,0.009468142,1.2e-06,-10045174.31,221063428.2,-0.003604869,0.001229817,0.967444013,0.035032734,88012.60252,0.652556326,0.009539509,1.7876666666666665
197302,267.981434,0.005110928,3.1e-06,-22068156.62,272714302.5,-0.008257005,0.001413215,0.923957977,-0.148837998,87705.49819,0.653089458,0.005632872,1.2083333333333321
197303,274.7985381,0.016142199,6.03e-06,-58487882.68,412421675.2,-0.02292672,0.001151203,0.886155285,-0.192344401,87747.26644,0.656374316,0.018900731,0.315333333333335
197304,283.2502057,0.001559928,1.3e-05,-92183297.72,501094039.6,-0.03680036,0.000933176,1.374989112,0.130963374,87230.79163,0.662611706,0.015673791,-0.4696666666666687
197305,288.2774227,2.79e-05,1.07e-05,-109297686.0,593872374.5,-0.043704171,0.000890783,1.248613378,0.351665394,87232.19501,0.679155309,0.017321612,-0.8520000000000003
197306,293.4644149,0.0,4.28e-05,-136585117.6,553740703.2,-0.054616569,0.002900698,0.486997191,0.479699482,86883.2708,0.698319377,0.072394958,-1.0410000000000004
197307,294.3646952,0.0,5.21e-05,-217386909.7,541753995.7,-0.086926948,0.005229153,0.219989934,1.268788878,86867.86679,0.711122468,0.098701704,-1.4186666666666667
197308,294.0472339,0.0,7.4e-05,-196180289.4,459468547.9,-0.078447014,0.027684716,-0.267335542,1.079674252,87209.1962,0.71072481,0.201951694,-1.6140000000000008
197309,287.1290899,1.49e-08,7.2e-05,-162783603.3,373664740.6,-0.065092612,0.012631089,-0.097956878,0.587886673,87659.494,0.687580031,0.126255992,-1.6673333333333318
197310,279.0848878,0.003159616,3.51e-05,-93851077.35,305285834.1,-0.037518807,0.010685232,0.774393634,0.079308192,88088.47809,0.66392672,0.060152986,-1.9430000000000014
197311,272.8089133,0.000826338,1e-05,-34576611.89,256206962.1,-0.013792893,0.006192844,2.019529938,-0.166040636,88053.08759,0.654729289,0.006144982,-2.297666666666668
197312,265.7409075,0.000270301,2.19e-07,-4484087.471,234667837.3,-0.001768935,0.005429255,2.302980565,-0.726640458,88175.21822,0.652955144,0.000311954,-2.2310000000000016
197401,265.0473356,0.003308422,2.9e-07,-5904192.521,245706247.8,-0.002199168,0.004807555,0.637829596,0.0024712,87977.40281,0.652556326,0.003351958,-2.0923333333333325
197402,266.2922758,0.004848146,7.95e-07,-16454946.85,292162292.9,-0.006130189,0.003868826,1.671989688,-0.550281141,87965.94416,0.653089458,0.005020582,-1.6416666666666657
197403,272.7032038,0.00365781,3.84e-06,-40350366.63,443896794.0,-0.015989082,0.00351139,1.99965833,-0.759753985,87808.09232,0.656374316,0.005554837,-1.3946666666666658
197404,282.0834782,0.000800377,1.46e-05,-103573162.5,518097972.7,-0.041373127,0.003147889,1.634360453,-0.561860884,87239.01199,0.662611706,0.019027203,-1.2496666666666663
197405,289.1056891,4.44e-06,1.65e-05,-143275126.7,586131513.1,-0.057291479,0.002962673,1.046269222,-0.10769549,87296.03837,0.679155309,0.029042936,-1.1720000000000006
197406,292.8822885,0.0,1.28e-05,-134272001.8,626072035.4,-0.053691618,0.00222051,0.789355643,-0.141376546,87024.79556,0.698319377,0.017907995,-1.061
197407,294.5298521,0.0,6.41e-05,-181313192.7,548877393.3,-0.072502075,0.007293818,0.214327183,0.376684395,86820.57742,0.711122468,0.130080141,-0.7886666666666677
197408,293.4378651,0.0,3.77e-05,-202885233.6,543761931.7,-0.081128131,0.004017079,-0.364385819,0.129514696,87189.28664,0.71072481,0.042409812,-0.5040000000000013
197409,287.8377415,7.86e-11,2.33e-05,-110753213.2,454513114.8,-0.044287112,0.00190065,1.136839043,0.214520816,87571.33189,0.687580031,0.034121766,-0.6473333333333322
197410,279.5176657,0.00091582,6.91e-06,-56742070.12,378417076.1,-0.022665394,0.001359583,1.784170702,-0.21033011,87987.59185,0.66392672,0.008180552,-0.8930000000000007
197411,273.6392192,0.006238775,6.08e-06,-19617193.66,244589353.6,-0.007691174,0.001175944,1.429891822,0.259734917,88101.56294,0.654729289,0.010157801,-1.017666666666667
197412,262.066032,0.008066421,6.18e-06,-10228610.92,169938301.1,-0.003638289,0.001110641,1.181797959,-0.258252933,88356.16728,0.652955144,0.008522931,-0.9310000000000009
197501,264.8306827,0.002928932,2.64e-06,-12982670.65,226424641.0,-0.004636383,0.00115814,1.57826463,-0.13856393,88029.57709,0.652556326,0.002983394,-0.4623333333333335
197502,267.9952798,0.00524142,8.15e-07,-15039823.02,297915795.8,-0.005623758,0.001169878,1.270205653,-0.211568965,87853.04405,0.653089458,0.005397967,-0.6716666666666669
197503,274.5588478,0.008660468,9.85e-06,-42802598.66,421970704.0,-0.016887232,0.000963971,0.944028176,-0.318937771,87681.29213,0.656374316,0.014197099,-1.0446666666666644
197504,281.3307833,0.003002963,2.09e-05,-84271506.27,466436040.7,-0.033667707,0.000970478,1.505164619,0.726555633,87333.41496,0.662611706,0.030150815,-0.8496666666666677
197505,287.1279032,0.000446945,1.71e-05,-125934203.8,570252611.3,-0.05035378,0.000971701,0.94374557,0.13074799,87249.52446,0.679155309,0.028469173,-1.0120000000000005
197506,293.6507058,2.29e-08,2.45e-05,-144800316.7,572219499.2,-0.057901597,0.001070039,0.204620467,0.422314875,86909.89468,0.698319377,0.046125314,-1.3610000000000007
197507,295.0750997,0.0,3.81e-05,-168994240.9,537224837.2,-0.067576072,0.007607536,-0.032801073,0.273185462,86858.71647,0.711122468,0.095844178,-1.2786666666666697
197508,294.8570139,0.0,5.77e-05,-205589650.3,479199075.8,-0.082209555,0.007046796,-0.588524078,1.190342978,87228.35236,0.71072481,0.119016782,-1.5040000000000013
197509,289.0237291,0.0,4.28e-05,-151750162.9,377049287.9,-0.060680648,0.001870246,-0.020223098,1.406011689,87601.65644,0.687580031,0.067784149,-1.6773333333333298
