time,temperature_2m,snowfall_sum,skin_reservoir_content,surface_latent_heat_flux_sum,surface_net_solar_radiation_sum,total_evaporation_sum,runoff_sum,u_component_of_wind_10m,v_component_of_wind_10m,surface_pressure,leaf_area_index_high_vegetation,total_precipitation_sum,ssta
197510,281.5737801,7.71e-05,3.42e-05,-96548567.63,309550650.8,-0.038606929,0.00111133,0.159072334,0.740316963,87989.33211,0.66392672,0.040539729,-1.7830000000000013
197511,272.7819544,0.002488401,2.74e-05,-34894075.17,224779219.6,-0.013900366,0.001005527,1.363626474,0.433342583,88149.50544,0.654729289,0.027559071,-1.5776666666666657
197512,263.6708573,0.004055177,1.68e-06,-7693757.39,205144898.0,-0.002824838,0.000816788,1.491667105,-0.825617914,88321.69816,0.652955144,0.004146208,-1.8909999999999982
197601,263.5938216,0.000657897,9.4e-07,-4948041.659,263292834.7,-0.001806819,0.000870101,1.930066945,-0.785317792,88038.87753,0.652556326,0.000700439,-2.012333333333334
197602,269.5761864,0.019789401,7.71e-06,-20380100.45,246919641.5,-0.007657598,0.000939519,0.558930496,0.264244687,87608.32096,0.653119904,0.021109642,-1.2516666666666687
197603,271.5093716,0.010452243,8.02e-06,-49990188.35,402690090.2,-0.019294585,0.001239571,1.348528166,-0.058079594,87607.87813,0.656388888,0.014299268,-0.7746666666666648
197604,279.5433687,0.015558642,2.22e-05,-102648936.8,442529661.1,-0.04082033,0.002264613,1.048855246,0.305780304,87295.87575,0.662611706,0.047856414,-0.8296666666666681
197605,287.0029847,6.49e-05,1.12e-05,-148461594.5,608513421.9,-0.059355159,0.000928721,1.514338039,-0.070619904,87181.63393,0.679155309,0.015335708,-0.6120000000000019
197606,291.6008208,0.0,2.97e-05,-176573740.7,583561986.5,-0.0706069,0.001246612,0.284950564,0.048623344,86941.88258,0.698319377,0.052887562,-0.24099999999999966
197607,293.6833853,0.0,7.06e-05,-190602252.3,507190124.2,-0.076216511,0.010843937,0.369717684,0.948141163,86858.09382,0.711122468,0.151447911,-0.0486666666666693
197608,291.2136516,0.0,7.88e-05,-212973161.3,420409222.5,-0.085162013,0.029209954,0.312678117,0.942404586,87204.75988,0.71072481,0.202165863,0.1460000000000008
197609,287.3610904,0.0,4.77e-05,-171522171.9,425631858.3,-0.06858692,0.006849102,0.079690494,0.597064485,87616.71785,0.687580031,0.065342575,0.2926666666666691
197610,280.9243646,0.000668528,2.2e-05,-99941036.8,349395037.3,-0.03995063,0.004761488,0.814672224,0.626720205,87774.00244,0.66392672,0.029986338,0.786999999999999
197611,269.6564432,0.003070034,6.3e-06,-22960976.9,245499359.1,-0.009026986,0.003552975,1.892034192,-0.400016219,88210.10692,0.654729289,0.006651581,0.7823333333333338
197612,264.5845644,0.004170171,9.51e-07,-8949810.61,211263916.1,-0.003277134,0.003268748,2.184226528,-0.41897403,87948.98583,0.652955144,0.00423248,0.5289999999999999
197701,259.5748169,0.004936723,1.62e-06,-8390737.906,230962689.5,-0.002974405,0.003171838,0.97915854,-0.63953937,88007.13253,0.652556326,0.004999641,0.7676666666666669
197702,266.2173695,0.00299445,1.26e-06,-18165141.2,309434763.4,-0.006751433,0.002712624,2.557150153,-0.45535763,87899.40355,0.653089458,0.003039803,0.38833333333333186
197703,275.1609184,0.0043164,4.31e-06,-49403028.03,450208930.2,-0.019528737,0.002226807,2.550796417,-0.496492103,87837.83142,0.656374316,0.011196866,0.23533333333333317
197704,281.8278386,0.003668248,1.97e-05,-99905505.15,484299800.1,-0.039887715,0.002227441,1.117743544,-0.037779986,87328.1552,0.662611706,0.03616211,-0.26966666666666583
197705,287.3527229,0.00245219,1.59e-05,-152036413.2,578718852.7,-0.060764372,0.002640203,1.438566641,0.721636292,87128.16165,0.679155309,0.035175057,-0.0920000000000023
197706,291.9245423,1.57e-08,4.23e-05,-177374055.9,562871001.3,-0.070926924,0.004886486,0.641552648,0.211673218,86840.95854,0.698319377,0.080589259,0.14899999999999736
197707,294.557348,0.0,5.66e-05,-231862402.3,531715267.7,-0.092715292,0.016456115,-0.328688954,0.897331068,86819.59338,0.711122468,0.145128736,0.2013333333333307
197708,292.1770159,0.0,6.66e-05,-228642176.4,485972037.5,-0.091427614,0.021512428,-0.574516745,0.586124433,87112.2189,0.71072481,0.134202688,0.01600000000000179
197709,287.7274727,8.88e-10,3.66e-05,-166551709.8,396583552.6,-0.066599372,0.006773915,-0.120718373,0.482339349,87792.48542,0.687580031,0.066178873,0.3926666666666705
197710,282.061783,0.004174581,2.4e-05,-100251317.2,345937581.3,-0.040057091,0.004744036,0.626068937,0.288892104,88001.26077,0.66392672,0.039840114,0.6769999999999996
197711,272.0898122,0.005238936,1.4e-05,-31964517.08,236741122.6,-0.012638357,0.003526033,1.584718899,-0.260509135,88169.30523,0.654729289,0.013061927,0.5623333333333349
197712,268.1549212,0.005869937,2.94e-06,-10658382.75,197298911.7,-0.004044735,0.00309964,1.395745903,0.279085612,87934.47344,0.652955144,0.006314478,0.7289999999999992
197801,263.5781564,0.000890211,4.76e-07,-9301366.623,250171375.5,-0.003353089,0.002868184,2.471320604,-0.718008674,87873.04016,0.652556326,0.000943012,0.6176666666666684
197802,264.0454254,0.015149015,4.14e-06,-17675194.43,214080626.7,-0.006466797,0.004053722,0.85271275,-0.442044575,88064.65288,0.653089458,0.015355507,0.25833333333333286
197803,273.0566816,0.011729983,8.85e-06,-52035018.17,426939228.5,-0.020412079,0.002602964,0.848203847,-0.21152574,87604.83264,0.656374316,0.017715486,-0.14466666666666583
197804,282.6026449,0.000333665,4.25e-06,-100990598.5,547792084.7,-0.040351756,0.001993171,1.942675846,-0.299202492,87250.78509,0.662611706,0.003897687,-0.5896666666666661
197805,289.3389895,1.62e-08,2.35e-05,-133005689.9,556819408.6,-0.053184915,0.002191975,0.460939601,1.031495694,87210.59315,0.679155309,0.045344448,-0.6120000000000019
197806,293.6613352,0.0,1.83e-05,-172026082.6,595926717.9,-0.068788419,0.001673203,0.831986187,0.605454337,86902.78795,0.698319377,0.0303139,-0.5710000000000015
197807,295.1338486,0.0,5.73e-05,-171676599.7,518457081.4,-0.068648673,0.004070726,0.161508639,1.021847769,86863.64145,0.711122468,0.117104054,-0.43866666666666987
197808,293.0847929,0.0,6.59e-05,-236430279.3,469363498.3,-0.094541859,0.020622635,-0.370876706,0.766250935,87125.46367,0.71072481,0.183206534,-0.7639999999999993
197809,287.6511844,1.05e-09,4.55e-05,-177041872.2,412359922.2,-0.070794094,0.015412978,0.554874554,0.758993309,87594.83003,0.687580031,0.098416826,-0.7173333333333289
197810,279.8266306,0.003431861,2.44e-05,-100219416.4,344536181.4,-0.040029989,0.004122984,0.738576731,0.276519752,88126.62538,0.66392672,0.042157194,-0.4230000000000018
197811,273.0405591,0.004538673,1.91e-05,-31725648.18,228728847.8,-0.012585756,0.003363062,0.804421021,0.285538475,88198.97715,0.654729289,0.011884937,-0.2976666666666681
197812,266.3927314,0.010548444,2.89e-06,-9936491.698,181065642.0,-0.003701972,0.003303867,1.094146331,0.165910125,88040.21194,0.652955144,0.010664019,-0.021000000000000796
197901,264.9067109,0.003066991,4.91e-06,-15848105.17,219109816.4,-0.005752979,0.003335913,2.080485204,-0.204774568,87858.84299,0.652556326,0.003114234,-0.1423333333333332
197902,268.3995425,0.022165236,6.67e-06,-19538282.43,250588377.8,-0.007406699,0.002835278,1.704288087,-0.069714608,87579.82636,0.653089458,0.023824276,-0.211666666666666
197903,271.0203061,0.016713963,2.09e-05,-55874301.64,316978375.5,-0.021330557,0.004978446,1.055211273,-0.005738738,87497.7522,0.656374316,0.02223693,0.03533333333333388
197904,280.0122395,0.007746414,1.91e-05,-112744468.9,474960263.3,-0.04476792,0.003668095,1.283770805,0.026989264,87357.64375,0.662611706,0.033352671,0.12033333333333118
197905,287.2505222,0.000209252,1.28e-05,-148997379.4,575885972.4,-0.059574584,0.003168561,0.812380987,0.245943974,87317.37303,0.679155309,0.020516305,-0.12199999999999989
197906,292.4422387,0.0,4.08e-05,-178356347.5,555869748.9,-0.071319716,0.004447793,0.529813888,-0.836737139,87052.04167,0.698319377,0.08069861,-0.16100000000000136
197907,293.073657,0.0,7.18e-05,-229529734.7,481832291.7,-0.091782523,0.017006644,0.178496816,0.008661264,86984.9592,0.711122468,0.173173583,-0.358666666666668
197908,292.4229927,0.0,5.32e-05,-239956475.1,466140284.6,-0.095951887,0.019128603,-0.002935404,0.835672827,87215.14381,0.71072481,0.110232364,-0.08399999999999963
197909,286.6501878,4.18e-08,3.09e-05,-149738211.3,444540710.5,-0.059876123,0.005986184,0.165083665,0.6321025,87769.36863,0.687580031,0.040262507,0.26266666666666794
197910,282.0070326,2.35e-05,1.37e-05,-99433904.98,381960691.4,-0.03976041,0.004595804,1.256091949,0.317332888,88008.27207,0.66392672,0.021563141,0.15699999999999648
197911,270.197685,0.00416379,8.43e-06,-23282348.66,246848059.3,-0.009094982,0.00362529,2.384722884,-0.25289916,88181.34949,0.654729289,0.014519997,0.36233333333333206
197912,267.4229155,0.002475649,1.56e-06,-6055320.125,215094336.1,-0.002299889,0.00321565,1.273198826,0.243882197,88087.84884,0.652955144,0.002629593,0.5489999999999995
198001,263.4553295,0.001310969,3.35e-07,-6184584.196,254334632.2,-0.002255862,0.002916947,1.926171502,-0.249133584,87857.73477,0.652556326,0.0013706,0.527666666666665
198002,265.4629256,0.006577276,3.56e-06,-11148233.76,317748375.9,-0.004299339,0.002606256,1.019799878,-0.239828605,87943.63009,0.653119904,0.009102648,0.22833333333333172
198003,271.2823364,0.031529659,1.75e-05,-47694710.79,321215155.6,-0.018241872,0.003926762,0.364807707,0.308343077,87686.22662,0.656388888,0.040256693,0.07533333333333303
198004,278.8633623,0.006013805,1.79e-05,-94853828.4,486698250.4,-0.037782056,0.00304149,1.401440436,0.167722014,87315.73855,0.662611706,0.025454102,0.04033333333333289
198005,287.9258166,6.28e-05,1.56e-05,-131466388.6,584614726.9,-0.052568108,0.002621935,1.476661139,0.308249433,87211.23914,0.679155309,0.035226209,0.1980000000000004
198006,293.5904374,2.32e-05,2.5e-05,-193605055.2,585056315.7,-0.077417225,0.003733442,0.537313993,0.787571921,87072.10299,0.698319377,0.061809689,0.3490000000000002
198007,295.7757894,0.0,2.63e-05,-196119176.1,590603454.4,-0.078422575,0.002212133,0.185863774,1.244368949,86995.62739,0.711122468,0.037458021,0.05133333333333212
198008,292.6684061,0.0,6.59e-05,-179004140.5,484961748.8,-0.071578751,0.003443049,-0.256089185,0.613177118,87262.12954,0.71072481,0.097463121,-0.3539999999999992
198009,286.7162407,3.64e-09,3.31e-05,-153996878.7,448809171.0,-0.061579045,0.002232909,0.24672489,0.189072192,87774.00984,0.687580031,0.054223252,-0.2873333333333292
198010,281.1143529,0.003220119,2.07e-05,-74513155.58,347372962.9,-0.02975721,0.001503393,1.020335213,0.342036224,87928.13993,0.66392672,0.026964275,-0.21300000000000097
198011,274.9438674,0.001046153,1.06e-05,-27619857.25,253381261.0,-0.010986421,0.001227906,1.80780876,0.529079952,87884.65141,0.654729289,0.00713058,-0.027666666666664952
198012,265.1010767,0.001682413,2.87e-07,-4455122.551,221266066.8,-0.001651474,0.001137034,2.459015005,-0.753559752,87896.34784,0.652955144,0.001725817,0.08899999999999864
198101,263.7297676,0.003531717,2.79e-07,-5440461.136,243401299.7,-0.001952846,0.000839168,0.859271644,-0.539652525,88151.28848,0.652556326,0.003583077,-0.3723333333333336
198102,267.542499,0.004929263,7.37e-07,-12130652.01,288176721.6,-0.004465056,0.000917548,1.698396756,-0.221947322,87697.49406,0.653089458,0.005077579,-0.6316666666666677
198103,276.424281,0.004311071,8.71e-06,-40730982.61,443416589.0,-0.016090905,0.000978365,1.075035862,0.133019784,87571.61673,0.656374316,0.015762468,-0.5946666666666651
198104,282.1667093,0.004654272,1.58e-05,-87289079.86,476240565.4,-0.034877227,0.00086667,0.533454648,0.104812593,87512.16192,0.662611706,0.021741074,-0.41966666666666796
198105,287.8499065,0.000308053,1.18e-05,-91158963.69,598498003.3,-0.036447914,0.000740754,1.063692993,-0.802647443,87295.82411,0.679155309,0.021009112,-0.45200000000000173
198106,293.4890613,7.56e-05,3.07e-05,-151143547.4,548783821.2,-0.060438251,0.004846555,0.095568666,0.783830198,86997.30752,0.698319377,0.074838325,-0.3210000000000015
198107,295.3303668,0.0,5.42e-05,-244156409.4,527404063.3,-0.097631322,0.007040107,-0.57518882,1.528275714,86972.58302,0.711122468,0.127810497,-0.5286666666666697
198108,293.5460449,0.0,4.42e-05,-199731743.9,481590443.4,-0.079867141,0.006137396,0.20309146,0.620751215,86986.60591,0.71072481,0.086379282,-0.5040000000000013
198109,288.2254852,1.04e-05,2.8e-05,-120962983.0,404387148.3,-0.048369714,0.001049053,0.269733534,0.469429675,87740.54687,0.687580031,0.033083947,-0.19733333333332936
198110,278.3082416,0.000791266,1.32e-05,-63667828.28,358189400.9,-0.025421774,0.000814875,1.83572666,0.018423754,87954.0522,0.66392672,0.019135773,-0.2530000000000001
198111,269.2859739,0.010798574,5.02e-06,-16264988.49,224309288.6,-0.006210617,0.000660526,1.131094581,-0.338446362,88225.35471,0.654729289,0.013321967,-0.3376666666666672
198112,263.5164139,0.003493366,1.52e-06,-9258287.971,193055698.6,-0.003296949,0.000641853,1.577893728,-0.275664986,88323.07224,0.652955144,0.003545178,-0.16100000000000136
198201,264.446017,0.003313289,1.57e-06,-9606999.963,237170467.4,-0.003458343,0.000836676,0.812366122,-0.294158196,87920.4198,0.652556326,0.003369366,0.11766666666666836
198202,269.2279107,0.015226455,7.23e-06,-18577670.03,253580126.3,-0.00698304,0.001233583,-0.049075637,0.3061861,87847.05057,0.653089458,0.017358475,-0.15166666666666728
198203,275.5521458,0.008664405,9.48e-06,-49868900.19,417166910.3,-0.019704812,0.000712496,0.848588508,0.723018203,87508.19468,0.656374316,0.012768224,0.17533333333333445
198204,282.2197601,0.000208597,1.56e-05,-83345037.89,516093407.3,-0.033320169,0.000678023,0.811464126,0.033585372,87625.07678,0.662611706,0.021404068,0.320333333333334
198205,289.2540888,0.00213405,1.52e-05,-141277630.2,593768567.6,-0.056458525,0.000917715,1.933823536,-0.397028473,87130.94542,0.679155309,0.041432418,0.5779999999999994
198206,292.7359249,0.0,2.91e-05,-146601567.1,580344938.6,-0.058621867,0.001410518,0.094169376,0.619677221,87085.04895,0.698319377,0.050458421,0.6690000000000005
198207,294.2838337,0.0,6.06e-05,-181516355.9,543490282.6,-0.072583316,0.010272175,0.056147445,0.521114902,86861.11737,0.711122468,0.147816229,0.48133333333333184
198208,292.6164667,0.0,6.65e-05,-188326096.8,458817235.4,-0.075306341,0.009751557,-0.636752584,0.926058625,87196.26716,0.71072481,0.104397379,0.7459999999999987
198209,286.9048722,2.8e-10,3.68e-05,-150356718.7,418458697.3,-0.060123447,0.00331977,0.141662716,0.634421376,87792.24455,0.687580031,0.054323159,1.4826666666666704
198210,283.0895898,0.000122204,2.27e-05,-89829011.76,339059503.7,-0.035919627,0.001668215,0.711811584,0.580917975,87933.78187,0.66392672,0.027537148,2.036999999999999
198211,272.3922594,0.00622363,9.46e-06,-25829837.97,237659388.8,-0.010179773,0.00126482,1.149819877,0.089870883,88040.91921,0.654729289,0.013657601,1.9923333333333346
198212,264.6372195,0.001313525,4.86e-07,-8802515.86,205123780.2,-0.003149411,0.001114688,2.195222218,-0.379052824,88018.74762,0.652955144,0.001375141,2.2390000000000008
198301,264.658412,0.005179781,3.15e-07,-5707563.028,245429022.9,-0.002097514,0.001204104,1.087791035,-0.103103822,88226.07519,0.652556326,0.00522809,2.3376666666666672
198302,265.7581818,0.004923496,9.21e-07,-15432628.78,275923990.2,-0.005621452,0.001257302,1.308683848,-0.512065267,87854.56413,0.653089458,0.005202216,1.9483333333333341
198303,273.4130232,0.014043107,1.66e-05,-43428917.63,394621038.3,-0.017010776,0.001214716,0.545560797,-0.292696299,87746.52382,0.656374316,0.026029931,1.4253333333333345
198304,280.7881155,0.002921961,1.89e-05,-112551337.7,484086016.4,-0.04491931,0.001422614,1.835016716,-0.030773918,87162.67404,0.662611706,0.039511773,1.0603333333333325
198305,289.0535765,4.86e-06,2.47e-05,-158941176.2,537202422.3,-0.063555394,0.002287147,0.847942735,0.550685748,87217.40917,0.679155309,0.05191563,1.0279999999999987
198306,292.7902045,0.0,3.03e-05,-175188839.3,560115574.0,-0.070053118,0.00162232,0.718619381,0.517824096,87047.98414,0.698319377,0.056966263,0.6789999999999985
198307,294.8259687,0.0,4.41e-05,-190126597.4,542521297.3,-0.07602631,0.002699342,0.570795408,0.497026783,86845.52837,0.711122468,0.070386259,0.0013333333333314101
198308,292.8133535,0.0,6.05e-05,-178061014.5,475813781.0,-0.071201623,0.00529437,0.061855771,1.068655096,87209.26965,0.71072481,0.096684138,-0.24399999999999977
198309,288.6553519,0.0,3.87e-05,-157589271.8,410455110.4,-0.063015544,0.004407912,0.512932465,0.925335259,87531.16761,0.687580031,0.081471551,-0.5273333333333312
198310,281.4459975,0.001529238,3.53e-05,-90046901.23,312062364.4,-0.036003141,0.002119421,0.398663093,0.400174292,88074.24869,0.66392672,0.050599344,-1.113000000000003
198311,273.1362022,0.00089607,8.96e-06,-32450507.46,258139074.9,-0.012928518,0.001545159,1.550626718,-0.15804812,88247.40903,0.654729289,0.009969926,-1.2176666666666662
198312,266.4131543,0.000902972,6.94e-07,-4955729.653,222639912.5,-0.001933854,0.001489577,1.298179307,-0.289607512,88201.89839,0.652955144,0.001013642,-0.9909999999999997
198401,262.322634,0.001712597,2.09e-07,-3213684.221,257117132.3,-0.001165515,0.001448685,1.594635154,-0.650553655,87998.88446,0.652556326,0.00175514,-0.6723333333333343
198402,264.7123838,0.007015513,3.61e-07,-12739181.42,295135904.1,-0.004610431,0.001655984,0.979659466,-0.478589669,87924.86114,0.653119904,0.007090308,-0.18166666666666842
198403,272.4108223,0.005074232,2.81e-06,-32440458.51,442609459.7,-0.012626417,0.001380823,1.445029361,-0.664537299,87528.27507,0.656388888,0.006022556,-0.4646666666666661
198404,281.9699026,0.001017528,1.89e-05,-88810465.58,496678294.2,-0.035501367,0.001498245,1.172840648,0.514176618,87321.81942,0.662611706,0.026064567,-0.5696666666666665
198405,288.0077152,0.000591118,3.08e-05,-176414179.8,540689965.8,-0.070543162,0.002084364,0.318983811,0.908040968,87248.60505,0.679155309,0.074584748,-0.6120000000000019
198406,292.1940064,0.0,3.88e-05,-191360476.5,514415988.8,-0.076519704,0.002938701,0.692308249,0.316784373,86847.3136,0.698319377,0.090497251,-0.7610000000000028
198407,294.0161125,0.0,5.15e-05,-235474908.4,536634962.6,-0.094159832,0.005430633,0.113006343,1.209246612,86856.19898,0.711122468,0.099470289,-0.38866666666666916
198408,292.2113491,0.0,5.83e-05,-237766918.3,496425870.2,-0.095076343,0.009520862,0.076192569,0.955874106,87152.89643,0.71072481,0.132561011,-0.2240000000000002
198409,286.7308683,1.78e-05,3.98e-05,-151748320.4,411423375.9,-0.060679868,0.002025234,-0.076256921,0.56657775,87633.47312,0.687580031,0.050488982,-0.3473333333333315
198410,280.8537276,8.17e-06,1.28e-05,-94368394.22,381906606.3,-0.037735153,0.001588542,1.620034118,0.32180099,87936.09543,0.66392672,0.019583513,-0.6330000000000027
198411,273.652305,0.002837052,8.37e-06,-25058073.72,242125870.6,-0.009956466,0.001237874,1.126820997,0.643913946,88030.24086,0.654729289,0.005181679,-1.1076666666666668
198412,262.1654803,0.008754223,1.21e-06,-9776406.194,179433868.4,-0.003517352,0.001194032,1.396570486,-0.123153022,88056.84524,0.652955144,0.008847497,-1.311
198501,263.7776315,0.002480287,7.73e-07,-14680908.28,227116263.4,-0.005212648,0.001503167,1.779954143,-0.401885542,87922.51207,0.652556326,0.002540653,-1.1723333333333343
198502,267.476553,0.009617309,1.35e-06,-12832150.49,279885454.1,-0.004739363,0.00113386,0.923597601,0.216444714,87396.07462,0.653089458,0.009913788,-0.711666666666666
198503,271.4802899,0.005520884,7.28e-06,-32475303.67,401803702.0,-0.012498219,0.001688704,0.653844082,-0.091547168,87944.43557,0.656374316,0.009506719,-0.7346666666666657
198504,281.9243239,0.003634831,1.39e-05,-87654530.16,507058713.1,-0.035016276,0.001029455,1.362040344,-0.056833701,87219.0512,0.662611706,0.019464927,-1.0696666666666665
198505,287.9352209,6.4e-05,4.09e-05,-154709535.6,482451473.1,-0.061863573,0.001644244,0.091255806,0.352542042,87247.37399,0.679155309,0.073817519,-0.9120000000000026
198506,293.2876027,0.0,2.59e-05,-181654153.9,564850510.0,-0.072638416,0.001332301,0.592976514,0.972946701,86953.80317,0.698319377,0.048867169,-0.7810000000000024
198507,294.3937018,0.0,5.38e-05,-202184384.5,541752143.9,-0.080847882,0.004076777,0.454767484,0.356418217,86881.35737,0.711122468,0.102257005,-0.6186666666666696
198508,293.0547454,0.0,6.92e-05,-221365805.3,493818317.5,-0.088517996,0.017708156,-0.226062649,0.48625018,87104.84155,0.71072481,0.174202393,-0.5339999999999989
198509,285.7954011,5.17e-06,4.68e-05,-153198787.1,390172380.8,-0.061259908,0.007906151,-0.060808313,0.40529796,87868.17881,0.687580031,0.075912066,-0.7073333333333309
198510,281.5270125,0.000684418,1.84e-05,-92468263.59,341251165.9,-0.036969281,0.004079473,0.514744374,0.656175918,87949.4713,0.66392672,0.029600642,-0.4430000000000014
198511,271.4009713,0.002202536,4.37e-06,-24592926.45,250421759.6,-0.009690921,0.00251575,2.560726621,-0.417416223,87876.76767,0.654729289,0.004934126,-0.2976666666666681
198512,263.8790315,0.004540796,8.85e-07,-7149220.707,204595533.8,-0.002591662,0.00225269,1.513905421,-0.494119397,88065.33444,0.652955144,0.004600482,-0.37099999999999866
198601,264.8606698,0.000706582,4.41e-07,-6415055.713,259798784.5,-0.00236218,0.002070811,1.797498722,-0.536695867,87969.76749,0.652556326,0.000749779,-0.6623333333333328
198602,265.3743535,0.008572262,4.54e-07,-11874888.98,283338815.4,-0.004352402,0.001904108,0.79273632,-0.753541903,88023.06521,0.653089458,0.008648136,-0.6916666666666664
198603,273.2689018,0.022170648,1.49e-05,-49310145.28,389943677.0,-0.019172085,0.002248011,0.709502468,-0.116098843,87579.15696,0.656374316,0.034658628,-0.3646666666666647
198604,280.40923,0.000927345,1.01e-05,-98291410.0,504451722.9,-0.039256318,0.001605423,1.566368104,-0.216921742,87491.1565,0.662611706,0.010998676,-0.21966666666666868
198605,289.8133353,2.2e-10,2.02e-05,-137527732.5,555634727.4,-0.054992976,0.001590797,0.771366527,0.242211933,87149.5944,0.679155309,0.031998075,-0.4120000000000026
198606,293.1903098,0.0,2.77e-05,-175650365.9,553110860.9,-0.070237669,0.007885232,0.067885005,0.859450719,86975.03898,0.698319377,0.086895007,-0.17099999999999937
198607,294.6342516,0.0,4.39e-05,-207091339.0,576249940.8,-0.082810036,0.003490837,0.662854334,0.377934766,86963.12124,0.711122468,0.069864957,0.0013333333333314101
198608,292.7068378,0.0,4.15e-05,-193204122.0,518857630.4,-0.077256926,0.00305165,0.237425388,0.544972366,87188.85283,0.71072481,0.075160242,0.3360000000000021
198609,287.6818645,6.04e-10,2.1e-05,-121769999.4,462156650.8,-0.048692417,0.001328409,0.638324199,-0.314718755,87770.97582,0.687580031,0.027222785,0.5126666666666679
198610,279.7682962,0.002192192,2.05e-05,-60430133.35,345187138.1,-0.024118309,0.001104567,0.96570276,0.20882212,88065.4689,0.66392672,0.025288406,0.8569999999999993
198611,270.4033431,0.006125703,4.64e-06,-16638711.48,237702914.7,-0.006490386,0.000836533,1.186674061,-0.202306577,88241.69831,0.654729289,0.008634332,1.0823333333333345
198612,265.7997448,0.01078184,2.19e-06,-12258619.62,166963834.2,-0.004392988,0.00081354,1.048974858,0.081795026,88066.42807,0.652955144,0.01102009,1.158999999999999
198701,265.2327092,0.004192698,4.24e-06,-17883580.27,209584192.7,-0.006399011,0.000915072,1.937941532,-0.08741892,88052.37458,0.652556326,0.004249268,1.1276666666666664
198702,270.3451519,0.003376641,1.11e-06,-16079115.3,294191412.4,-0.006151637,0.000711044,1.386875048,-0.457116574,87905.85633,0.653089458,0.003603639,1.1383333333333319
198703,273.4542541,0.009508068,6.05e-06,-34045788.64,408635461.3,-0.013299645,0.000754268,1.094616442,0.11668594,87441.94001,0.656374316,0.012815446,1.0353333333333339
198704,283.285912,0.000659162,1.68e-05,-86844881.39,491008724.9,-0.034705019,0.001354326,0.93432666,0.575805681,87371.30562,0.662611706,0.034748432,0.6803333333333335
198705,288.9266154,0.000125258,1.3e-05,-111375934.8,578903126.2,-0.044534933,0.00105756,1.211767795,0.301894026,87329.7518,0.679155309,0.025855994,0.7479999999999976
198706,291.8231271,1.61e-05,4.09e-05,-193491618.8,526252023.1,-0.077371782,0.002116865,0.075787321,0.553295491,87083.50667,0.698319377,0.089387946,1.0589999999999975
198707,295.9463973,0.0,2.5e-05,-194033821.2,619701340.5,-0.077588699,0.002713416,0.611662576,0.551599261,86828.72909,0.711122468,0.053560567,1.4113333333333316
198708,293.1299273,0.0,5.54e-05,-198567648.8,517026694.6,-0.079401651,0.007949629,0.480793297,0.17210413,87058.67853,0.71072481,0.127781894,1.586000000000002
198709,288.8150192,9.19e-07,2.39e-05,-165538798.0,460149245.2,-0.06619433,0.002722495,0.530295479,0.811726056,87713.81434,0.687580031,0.052413305,1.632666666666669
198710,282.3729147,0.011414802,1.85e-05,-72393597.73,321393816.7,-0.028912756,0.00098707,0.752803358,0.864730435,87857.63925,0.66392672,0.03892751,1.286999999999999
198711,271.7106191,0.005580701,1.35e-05,-31601267.47,218294112.8,-0.012217549,0.000767422,1.39064998,-0.126347297,88191.03384,0.654729289,0.013895813,1.1423333333333332
198712,266.3518212,0.001104012,5.56e-06,-9443634.502,206542919.9,-0.003480663,0.00060785,1.961637954,-0.156421682,88268.55518,0.652955144,0.001179491,0.9789999999999992
198801,263.7253847,0.004359224,3.72e-07,-10032853.17,240915570.3,-0.003617405,0.000598542,1.72243476,-0.397113558,88012.30784,0.652556326,0.004422303,0.897666666666666
198802,266.4960869,0.006621039,3.52e-07,-11598782.35,301083751.9,-0.004331407,0.000625931,0.671416233,-0.241054112,88127.94299,0.653119904,0.00675514,0.288333333333334
198803,271.4216204,0.014763888,1.38e-05,-36605434.5,387678296.7,-0.014130593,0.000839719,0.635956106,-0.132009425,87722.85836,0.656388888,0.02225507,0.14533333333333331
198804,280.6402805,0.001452556,7.26e-06,-82073908.96,532490275.7,-0.032750682,0.000613296,1.91804612,-0.714032732,87543.60051,0.662611706,0.007479927,-0.3296666666666681
198805,287.8112291,5.45e-05,2.98e-05,-177859142.7,547060290.5,-0.071120668,0.001710931,0.692788169,0.430711865,87195.91571,0.679155309,0.083343392,-1.1320000000000014
198806,293.1384244,0.0,3.7e-05,-188375679.4,561550332.6,-0.075326167,0.002245579,0.509511406,0.515338044,86951.08855,0.698319377,0.084992725,-1.6010000000000026
198807,294.7259635,0.0,7.07e-05,-244173649.3,514135734.9,-0.097638216,0.012385387,-0.031005456,1.477763167,86922.86185,0.711122468,0.155083132,-1.6186666666666696
198808,292.1634171,0.0,8.52e-05,-196107612.0,419475222.5,-0.078417953,0.020254911,-0.608279301,0.956342816,87209.14582,0.71072481,0.158599282,-1.1739999999999995
198809,288.5443227,0.0,3.85e-05,-162215075.1,443164078.1,-0.064865272,0.004547512,0.076096197,0.643640521,87749.32074,0.687580031,0.045282667,-1.0073333333333316
198810,281.5140114,6.16e-05,1.81e-05,-89263019.43,333596411.4,-0.035693543,0.002742434,0.689563425,0.054827023,88093.47715,0.66392672,0.019026261,-1.8530000000000015
198811,273.0547279,0.000446299,6.71e-07,-23816877.6,269834690.3,-0.009503724,0.001972534,1.856352338,-0.599987663,88292.70292,0.654729289,0.000629229,-1.9776666666666678
